price,bedrooms,bathrooms,area,property_type,city,region,latitude,longitude,agency,price_per_m
25000000,4,4,298,Townhouse,New Cairo,Cairo,29.9842656,31.540594,Property Hills One 1,83892
680000,2,1,160,Apartment,Nakheel,Alexandria,31.24605,29.99844,العربي جروب للتسويق العقاري,4250
15500000,6,5,185,Townhouse,New Cairo,Cairo,30.002098563425,31.611498138279,Property Hills One 1,83783
9990000,3,2,140,Chalet,Ain Sukhna,Suez,29.3875676,32.5544221,Scouts,71357
4100000,3,3,160,Apartment,Mostakbal City,Cairo,30.0527286,31.6173381,prime location,25625
12500000,3,3,211,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Akhtearak Real Estate - اختيارك للتسويق العقاري,59241
21600000,3,3,183,Villa,New Cairo,Cairo,30.06805,31.406379,Property Hills One 1,118032
36749999,3,4,225,Villa,New Cairo,Cairo,30.0102788,31.5379067,Circle Realestate,163333
14800000,4,5,190,Townhouse,New Cairo,Cairo,30.030146891835,31.529958797884,Akar Town Real Estate,77894
39200000,4,4,275,Villa,North Coast,Matruh,30.996363,28.6804318,Gate Real Estate,142545
11900000,3,2,129,Chalet,North Coast,Matruh,31.0846702,27.9347746,Java for real estate,92248
8700000,2,3,137,Apartment,Mostakbal City,Cairo,30.0455507,31.6578556,Java for real estate,63503
4290000,2,1,120,Apartment,North Coast,Matruh,30.8583492,28.9042079,Scouts,35750
11990000,4,4,240,Townhouse,Mostakbal City,Cairo,30.045667,31.6430115,Property Hills One 1,49958
18870000,6,5,350,Twin House,Shorouk City,Cairo,30.1233727,31.6306056,Property Hills One 1,53914
9500000,3,2,172,Apartment,Smoha,Alexandria,31.217609907318,29.956761057671,Remax professional,55232
19200000,4,4,241,Townhouse,New Cairo,Cairo,30.0574569,31.6018979,Property Hills One 1,79668
7770000,2,1,125,Apartment,North Coast,Matruh,30.8583492,28.9042079,The eight,62160
19450000,4,4,261,Villa,Shorouk City,Cairo,30.1158572,31.6235277,Property Hills One 1,74521
12750000,4,4,370,Townhouse,Mostakbal City,Cairo,30.0466368,31.6336039,prime location,34459
7500000,3,3,169,Apartment,Mostakbal City,Cairo,30.0941611,31.7041108,Aqar Factory,44378
11240000,5,5,499,Twin House,6th of October,Giza,29.995487505055,31.026012893253,Property Hills Elite,22525
4600000,4,3,240,Apartment,6th of October,Giza,29.9617016,30.9354337,Misr October,19166
12300000,3,2,150,Apartment,New Cairo,Cairo,30.0035761,31.4056766,Falcon Real Estate,82000
13500000,5,3,440,Duplex,6th of October,Giza,30.002071874964,30.98655525199,Misr October,30681
2650000,1,1,60,Apartment,New Cairo,Cairo,30.06805,31.406379,Falcon Real Estate,44166
8595000,2,2,85,Chalet,North Coast,Matruh,31.082957585789,28.032116949628,Gate Real Estate,101117
26200000,5,5,285,Villa,New Cairo,Cairo,29.9842656,31.540594,Property Hills One 1,91929
7360000,2,2,115,Apartment,Moharam Bik,Alexandria,31.17310014,29.9287022,Remax professional,64000
5000000,2,2,121,Apartment,North Coast,Matruh,30.8583492,28.9042079,Scouts,41322
39000000,4,4,210,Villa,New Cairo,Cairo,30.04842577295,31.501481164322,BackYard for Real estate,185714
4420000,3,3,170,Apartment,New Damietta,Damietta,31.43093,31.7656,Visual Arts,26000
10000000,4,4,200,Townhouse,Sheikh Zayed,Giza,29.999066529633,31.002288720817,Property Hills VIP,50000
2475000,3,2,150,Apartment,Shorouk City,Cairo,30.14421,31.63972,بيتي للمقاولات,16500
20100000,3,4,237,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,Loyalty Real Estate,84810
7300000,2,2,140,Apartment,New Cairo,Cairo,30.0870528,31.5124185,Capital Agency,52142
13261550,3,3,179,Duplex,North Coast,Matruh,31.0814176,28.0817098,Ericson,74086
8500000,3,3,208,Apartment,Saba Pasha,Alexandria,31.1672,29.87326,Remax professional,40865
5000000,3,3,240,Apartment,6th of October,Giza,30.013687,31.0706419,Property Hills VIP,20833
5000000,3,3,167,Apartment,Sheikh Zayed,Giza,30.0445728,31.0243959,Property Hills VIP,29940
6980000,2,3,113,Apartment,6th of October,Giza,29.99146941,31.02896271,Gate Real Estate,61769
17000000,5,4,255,Villa,New Cairo,Cairo,30.0504169,31.5077373,Scouts,66666
7900000,3,3,220,Penthouse,New Cairo,Cairo,30.025056,31.5948035,Scouts,35909
7200000,3,3,148,Chalet,Ain Sukhna,Suez,29.7248626,32.3673853,Scouts,48648
2020000,2,1,85,Apartment,Hadayek October,Giza,29.9101179,31.0550093,CavaYa real estate,23764
7000000,2,2,140,Apartment,North Coast,Matruh,30.8365625,28.9590625,Scouts,50000
13600000,4,5,234,Villa,New Heliopolis,Cairo,30.166137,31.6680496,GHP,58119
13500000,4,5,234,Villa,New Heliopolis,Cairo,30.166137,31.6680496,GHP,57692
36893000,5,5,464,Villa,Madinaty,Cairo,30.09177585,31.6426486,Tiger for real estate,79510
3000000,2,2,100,Apartment,New Heliopolis,Cairo,30.163528044741,31.677762679717,SFR,30000
26000000,4,4,280,Twin House,Madinaty,Cairo,30.09177585,31.6426486,Java for real estate,92857
11000000,3,3,171,Penthouse,Soma Bay,Red Sea,26.8608814,33.944639,Scouts,64327
6400000,3,3,166,Villa,Shorouk City,Cairo,30.14421,31.63972,Scouts,38554
6000000,2,1,110,Chalet,Ain Sukhna,Suez,29.6727347,32.3374381,Scouts,54545
4947000,2,2,133,Apartment,Agami,Alexandria,29.7666672,31.0988357,Remax professional,37195
47500000,7,6,420,Villa,New Cairo,Cairo,29.9842656,31.540594,Sara Yousry Noaman,113095
6100000,3,3,200,Apartment,6th of October,Giza,29.9820789,30.9664711,رواق للاستثمار العقاري,30500
5800000,3,2,175,Apartment,San Stefano,Alexandria,31.24281,29.96275,Remax professional,33142
9018520,1,1,60,Chalet,Soma Bay,Red Sea,26.8595201,33.9719715,R. O. I Real Estate Investment Hurghada,150308
1082000,1,1,48,Apartment,North Coast,Matruh,30.8192607,29.175328,R E M Real estate,22541
9000000,4,3,245,Apartment,Moharam Bik,Alexandria,31.17310014,29.9287022,Shaety For Real Estate,36734
5000000,3,2,125,Apartment,6th of October,Giza,29.9844638,30.8817192,Property Hills Elite,40000
3000000,2,2,120,Other Residential,Sheikh Zayed,Giza,30.0468424,30.998248,Property hills star,25000
6227940,3,3,165,Apartment,New Cairo,Cairo,30.07349031,31.60085522,Gate Real Estate,37745
9800000,3,3,160,Apartment,New Cairo,Cairo,30.07349031,31.60085522,Capital Agency,61250
9000000,4,3,212,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,premier Properties,42452
9500000,4,3,165,Penthouse,Ain Sukhna,Suez,29.2935291,32.6029372,Abrag Two,57575
5500000,2,2,96,Hotel Apartment,Sheikh Zayed,Giza,30.917731,30.0636166,Property hills star,57291
6125000,2,1,90,Chalet,Ain Sukhna,Suez,29.6727347,32.3374381,Scouts,68055
13500000,4,4,300,Villa,Shorouk City,Cairo,30.14421,31.63972,Property Hills One 1,45000
37000000,5,4,315,Villa,New Cairo,Cairo,30.0102788,31.5379067,Property Hills One 1,117460
5400000,2,2,115,Apartment,New Cairo,Cairo,29.9678067,31.5159872,Capital Agency,46956
6500000,3,2,125,Chalet,North Coast,Matruh,31.082957585789,28.032116949628,Gate Real Estate,52000
7550000,3,2,130,Penthouse,6th of October,Giza,30.0009056,30.9008539,Property Hills VIP,58076
5000000,3,3,206,Apartment,Sheikh Zayed,Giza,30.0468424,30.998248,Property Hills VIP,24271
5000000,3,3,181,Apartment,6th of October,Giza,29.9633661,31.0009178,Property Hills VIP,27624
12000000,4,5,292,Twin House,6th of October,Giza,30.0141854,31.0769017,Property Hills VIP,41095
37000000,3,4,360,Twin House,New Cairo,Cairo,30.0288434,31.4075884,Akar Town Real Estate,102777
4650000,2,2,135,Apartment,Shorouk City,Cairo,30.2013484,31.6804732,prime location,34444
7200000,2,1,95,Chalet,Ain Sukhna,Suez,29.6727347,32.3374381,Scouts,75789
11000000,3,3,172,Apartment,New Cairo,Cairo,30.0478192,31.5372842,GHP,63953
6900000,2,2,140,Apartment,North Coast,Matruh,30.8365625,28.9590625,Scouts,49285
7800000,3,3,136,Apartment,New Cairo,Cairo,30.06805,31.406379,Falcon Real Estate,57352
22650000,4,4,248,Villa,New Cairo,Cairo,30.056188789225,31.613064301846,Property Hills One 1,91330
6475000,2,2,92,Chalet,North Coast,Matruh,31.0821705,28.0283681,ASC for real estate,70380
8200000,3,3,177,Apartment,Moharam Bik,Alexandria,31.17310014,29.9287022,Remax professional,46327
7800000,3,3,216,Apartment,New Capital City,Cairo,29.9978985,31.63101061,Connect homes,36111
5800000,2,2,138,Apartment,New Capital City,Cairo,29.9978985,31.63101061,Connect homes,42028
8000000,3,3,166,Townhouse,New Heliopolis,Cairo,30.163528044741,31.677762679717,Connect homes,48192
12742000,4,4,239,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,Closer Real Estate,53313
3700000,2,1,82,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Owner plus,45121
8900000,3,3,170,Apartment,New Cairo,Cairo,30.0870528,31.5124185,Capital Agency,52352
7200000,2,2,135,Apartment,New Cairo,Cairo,30.0870528,31.5124185,Capital Agency,53333
5500000,2,2,115,Apartment,New Cairo,Cairo,29.9678067,31.5159872,Capital Agency,47826
8100000,3,2,130,Chalet,North Coast,Matruh,31.0081696,28.608729,Property Hills One 1,62307
1850000,2,2,100,Chalet,Ain Sukhna,Suez,29.4442029,32.4830398,Iltiqaa,18500
8000000,3,2,214,Apartment,Roushdy,Alexandria,31.23222,29.94942,SIRA Real Estate,37383
10000000,1,1,61,Chalet,Soma Bay,Red Sea,26.8608814,33.944639,Scouts,163934
18900000,5,5,370,Villa,New Cairo,Cairo,30.0478192,31.5372842,Property Hills One 1,51081
2970000,3,2,165,Apartment,Shorouk City,Cairo,30.14421,31.63972,بيتي للمقاولات,18000
4350000,3,2,150,Apartment,New Cairo,Cairo,30.07582038,31.51507649,بيتي للمقاولات,29000
9150000,3,2,125,Penthouse,North Coast,Matruh,31.082957585789,28.032116949628,Gate Real Estate,73200
9000000,3,2,145,Chalet,Soma Bay,Red Sea,26.8608814,33.944639,Scouts,62068
6900000,1,2,77,Apartment,Moharam Bik,Alexandria,31.17310014,29.9287022,Remax professional,89610
6100000,2,2,121,Apartment,New Cairo,Cairo,30.0713212,31.5772612,Capital Agency,50413
3400000,2,2,100,Apartment,Sheikh Zayed,Giza,30.06229462,30.91045572,AL Hayah Investment,34000
27675000,3,5,310,Twin House,New Cairo,Cairo,30.0920272,31.4838462,prime location,89274
19000000,3,2,120,Chalet,North Coast,Matruh,31.0846702,27.9347746,BackYard for Real estate,158333
10500000,3,4,320,Duplex,Smoha,Alexandria,31.21536,29.94034,Remax professional,32812
6100000,3,3,192,Apartment,New Capital City,Cairo,29.9978985,31.63101061,Capital Agency,31770
16587178,3,3,198,Townhouse,Sheikh Zayed,Giza,30.0639796,30.8829127,Iskan West,83773
6125000,2,2,115,Apartment,6th of October,Giza,30.0050838,30.9290455,Gate Real Estate,53260
6925000,1,1,60,Chalet,North Coast,Matruh,31.065661392699,28.397555312136,Grand home,115416
23500000,7,5,385,Villa,New Cairo,Cairo,30.0600801,31.5985531,Property Hills One 1,61038
4100000,2,2,105,Apartment,New Cairo,Cairo,29.939662391024,31.564651421584,Capital Agency,39047
2000000,3,2,156,Apartment,Mostakbal City,Cairo,30.16484,31.55426,SFR,12820
5500000,3,2,160,Apartment,New Cairo,Cairo,30.0091323,31.4297898,النمر للمقاولات,34375
2500000,3,1,120,Apartment,New Damietta,Damietta,31.43093,31.7656,Moussa For Real Estate / موسى للتسويق العقاري,20833
2130000,0,1,49,Apartment,Mostakbal City,Cairo,30.0941611,31.7041108,Closer Real Estate,43469
22600000,4,4,288,Villa,North Coast,Matruh,31.0198818,28.5967522,Egy Property,78472
4365600,3,3,169,Apartment,New Capital City,Cairo,30.001297636918,31.784604233077,deal,25831
11200000,3,2,158,Apartment,New Cairo,Cairo,29.966454275652,31.561003306747,Coldwell Banker Hills,70886
7689790,3,3,265,Twin House,Sheikh Zayed,Giza,30.0760241,30.9783104,Property hills star,29018
3800000,3,3,150,Apartment,New Capital City,Cairo,29.97070459671,31.796091226155,deal,25333
3800000,1,2,70,Apartment,Moharam Bik,Alexandria,31.17310014,29.9287022,Remax professional,54285
7000000,3,3,184,Apartment,Agami,Alexandria,29.7666672,31.0988357,Remax professional,38043
8800000,3,3,201,Apartment,North Coast,Matruh,30.8583492,28.9042079,Falcon Real Estate,43781
4705000,3,3,190,Apartment,New Capital City,Cairo,29.9558341,31.7034714,deal,24763
7500000,3,3,201,Apartment,Smoha,Alexandria,31.2155235,29.9420061,Remax professional,37313
7000000,3,2,139,Apartment,Moharam Bik,Alexandria,31.17310014,29.9287022,Remax professional,50359
4000000,1,1,88,Apartment,New Capital City,Cairo,29.9796199,31.7404618,البيت المصري. . حياه افضل,45454
8000000,3,2,175,Apartment,Roushdy,Alexandria,31.23222,29.94942,Remax professional,45714
15600000,4,4,360,Villa,New Heliopolis,Cairo,30.166137,31.6680496,Egy Property,43333
780000,2,1,100,Apartment,Nakheel,Alexandria,31.24605,29.99844,العربي جروب للتسويق العقاري,7800
3511000,2,2,110,Apartment,New Cairo,Cairo,29.9678067,31.5159872,Closer Real Estate,31918
1500000,3,1,135,Apartment,Hadayeq El Zeitoun,Cairo,30.1058896,31.3104833,Eltaamer for real estate,11111
3700000,3,2,160,Apartment,Shorouk City,Cairo,30.107832255957,31.596580211647,البيت المصري. . حياه افضل,23125
5400000,2,2,126,Apartment,New Cairo,Cairo,29.939662391024,31.564651421584,Capital Agency,42857
8400000,4,4,212,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,Falcon Real Estate,39622
36250000,7,4,360,Villa,North Coast,Matruh,30.9628937,28.7565892,Egy Property,100694
19000000,6,7,300,Villa,New Cairo,Cairo,30.06805,31.406379,Egy Property,63333
7000000,3,2,143,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Coldwell Banker Hills,48951
11000000,3,3,208,Twin House,6th of October,Giza,29.9879568,31.0100011,Property hills star,52884
6500000,3,4,230,Townhouse,6th of October,Giza,29.8561331,30.9018623,Property hills star,28260
10500000,2,2,139,Apartment,6th of October,Giza,30.0211431,31.0518675,Property hills star,75539
10455000,2,2,104,Chalet,North Coast,Matruh,31.065661392699,28.397555312136,Owner plus,100528
30000000,6,7,516,Twin House,6th of October,Giza,30.0057578,31.036498,Crown stone real estate,58139
11000000,3,2,170,Apartment,Sheraton,Cairo,30.0859375,31.3680496,Coldwell Banker Hills,64705
3300000,2,1,115,Chalet,Ain Sukhna,Suez,29.63256,32.33002,Scouts,28695
4100000,2,2,96,Chalet,Ain Sukhna,Suez,29.6727347,32.3374381,Sadan Investment,42708
10500000,3,3,150,Chalet,Ain Sukhna,Suez,29.3408985,32.5822206,Sadan Investment,70000
24318915,4,4,326,Townhouse,Madinaty,Cairo,30.09177585,31.6426486,Owner plus,74597
4600000,3,3,167,Apartment,Mostakbal City,Cairo,30.0941611,31.7041108,Scouts,27544
4264000,3,3,187,Apartment,New Cairo,Cairo,30.0696585,31.5454876,Dossur Development,22802
7890000,3,3,161,Apartment,Amreya,Alexandria,31.158448,29.95946,Property hills star,49006
9730000,3,4,213,Townhouse,Sheikh Zayed,Giza,30.0760241,30.9783104,Property Hills Plus,45680
4455000,4,3,205,Apartment,New Cairo,Cairo,30.0696585,31.5454876,Dossur Development,21731
9200000,3,3,175,Apartment,Katameya,Cairo,29.980463,31.3854644,Capital Agency,52571
4000000,3,3,200,Apartment,6th of October,Giza,29.9530003,30.9190691,رواق للاستثمار العقاري,20000
4748000,3,3,209,Apartment,New Cairo,Cairo,30.0696585,31.5454876,Dossur Development,22717
6550000,3,3,186,Apartment,6th of October,Giza,29.9633661,31.0009178,Property hills star,35215
8600000,2,2,115,Apartment,New Cairo,Cairo,30.0600801,31.5985531,Capital Agency,74782
11500000,2,3,166,Penthouse,New Cairo,Cairo,29.9875186,31.5555302,Prime Community,69277
9500000,2,2,95,Apartment,Gouna,Red Sea,27.4148421,33.6754852,Realm Properties,100000
27000000,5,3,600,Villa,New Cairo,Cairo,30.013870768185,31.488295931552,Urbanera Properties,45000
13000000,1,1,90,Penthouse,Gouna,Red Sea,27.3956998,33.6509513,Realm Properties,144444
5800000,3,2,165,Apartment,Sheikh Zayed,Giza,30.037431135041,30.97438097056,Remax - Everest,35151
10000000,2,2,124,Penthouse,New Cairo,Cairo,30.041309,31.4771017,4 C,80645
6495000,1,1,73,Apartment,Sheikh Zayed,Giza,30.0468424,30.998248,Gate Real Estate,88972
16000000,7,6,508,Villa,New Cairo,Cairo,30.0478192,31.5372842,Property Hills One 1,31496
13000000,3,3,306,Apartment,Roushdy,Alexandria,31.23222,29.94942,Coldwell Banker Platinum,42483
8800000,3,3,175,Penthouse,Katameya,Cairo,29.980463,31.3854644,Capital Agency,50285
12049550,3,3,275,Villa,6th of October,Giza,29.8561331,30.9018623,Remax - The Address,43816
8700000,3,3,175,Apartment,Katameya,Cairo,29.980463,31.3854644,Capital Agency,49714
2600000,2,1,130,Apartment,Nasr City,Cairo,30.041770540207,31.372190465392,Smart Step,20000
10000000,4,4,212,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,Closer Real Estate,47169
7200000,3,2,130,Apartment,Sheikh Zayed,Giza,30.0537,30.99104,Shady,55384
58000000,5,5,1100,Villa,Madinaty,Cairo,30.09177585,31.6426486,Dream city,52727
9800000,3,2,140,Chalet,Ain Sukhna,Suez,29.3875676,32.5544221,Sadan Investment,70000
8800000,3,3,177,Apartment,New Cairo,Cairo,29.9980428,31.5483088,Prime Community,49717
6300000,3,3,212,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,SFR,29716
9318274,2,2,130,Apartment,New Cairo,Cairo,30.0478192,31.5372842,GH,71679
5150000,2,2,115,Chalet,Ain Sukhna,Suez,29.4705022,32.4537273,Viva Coast,44782
9580000,3,4,150,Townhouse,Mostakbal City,Cairo,30.0941611,31.7041108,Closer Real Estate,63866
2900000,3,2,177,Apartment,Hadayek al-Ahram,Giza,29.98644,31.16651,199St. Real estate,16384
17000000,4,3,220,Chalet,North Coast,Matruh,31.0682429,28.3598287,Ahmed Aboughaly,77272
9600000,3,3,200,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Start Homes 2,48000
5150000,2,2,115,Chalet,Ain Sukhna,Suez,29.4705022,32.4537273,Viva Coast,44782
4600000,3,2,165,Apartment,Maadi,Cairo,29.96359,31.27522,Privilege,27878
4650000,2,2,115,Chalet,Ain Sukhna,Suez,29.4705022,32.4537273,Viva Coast,40434
12600000,4,5,246,Apartment,Sheikh Zayed,Giza,30.005083,30.9699516,Crown stone real estate,51219
9000000,3,4,212,Apartment,Mostakbal City,Cairo,30.0941611,31.7041108,Platinum Real Estate,42452
20500000,4,3,258,Townhouse,New Cairo,Cairo,30.0662855,31.4744728,4 C,79457
8000000,5,4,390,Villa,New Mansoura,Dakahlia,31.4900981,31.4218195,El-Motawer,20512
60000000,4,4,820,Villa,Madinaty,Cairo,30.09177585,31.6426486,Al Madina Real Estate,73170
15860000,3,3,211,Townhouse,Madinaty,Cairo,30.09177585,31.6426486,B United Now Home,75165
3400000,3,3,185,Apartment,6th of October,Giza,29.9937516,30.9323647,Egy Plan Real Estate,18378
15900000,4,3,200,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,Property Hills One 1,79500
16500000,4,3,215,Villa,New Cairo,Cairo,30.07349031,31.60085522,GHP,76744
17150000,3,3,200,Townhouse,New Cairo,Cairo,29.9842656,31.540594,New Avenue,85750
9800000,3,2,140,Chalet,Ain Sukhna,Suez,29.3875676,32.5544221,Sadan Investment,70000
8800000,3,3,177,Apartment,New Cairo,Cairo,29.9980428,31.5483088,Prime Community,49717
6300000,3,3,212,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,SFR,29716
9318274,2,2,130,Apartment,New Cairo,Cairo,30.0478192,31.5372842,GH,71679
8000000,4,3,212,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,Coldwell Banker,37735
5700000,2,2,115,Apartment,New Cairo,Cairo,29.965514923308,31.571382566528,Capital Agency,49565
5150000,2,2,115,Chalet,Ain Sukhna,Suez,29.4705022,32.4537273,Viva Coast,44782
9580000,3,4,150,Townhouse,Mostakbal City,Cairo,30.0941611,31.7041108,Closer Real Estate,63866
2900000,3,2,177,Apartment,Hadayek al-Ahram,Giza,29.98644,31.16651,199St. Real estate,16384
17000000,4,3,220,Chalet,North Coast,Matruh,31.0682429,28.3598287,Ahmed Aboughaly,77272
9600000,3,3,200,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Start Homes 2,48000
24000000,5,4,307,Villa,New Cairo,Cairo,30.038912356155,31.571905006747,Property Hills One 1,78175
5150000,2,2,115,Chalet,Ain Sukhna,Suez,29.4705022,32.4537273,Viva Coast,44782
4600000,3,2,165,Apartment,Maadi,Cairo,29.96359,31.27522,Privilege,27878
15500000,3,3,200,Villa,New Cairo,Cairo,30.06603,31.48561,Special Home,77500
4650000,2,2,115,Chalet,Ain Sukhna,Suez,29.4705022,32.4537273,Viva Coast,40434
12600000,4,5,246,Apartment,Sheikh Zayed,Giza,30.005083,30.9699516,Crown stone real estate,51219
